Variable / Field Name,Form Name,Section Header,Field Type,Field Label,Choices Calculations OR Slider Labels,Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type,VisitID,VisitIDNum
notes,biological_all,Inflammation,text,Notes,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
batch,biological_all,Inflammation,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
sample_type,biological_all,Inflammation,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
studyid,biological_all,Inflammation,text,Participant ID,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
conc,biological_all,Inflammation,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
concunits,biological_all,Inflammation,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
BLOD,biological_all,Inflammation,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
LOD,biological_all,Inflammation,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte,biological_all,Inflammation,text,Analyte Name,"1, CRP | 2, IFNG | 3, IL10 | 4, IL1B | 5, IL6 | 6, IL8 | 7, MMP1 | 8, MMP2 | 9, MMP9 | 10, SICAM | 11, SVCAM | 12, TNFA",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte_full,biological_all,Inflammation,text,Full Analyte Name,"1, c-reactive protein | 2, interferon-gamma | 3, interleukin-10 | 4, interleukin-1beta | 5, interleukin-6 | 6, interleukin-8 | 7, matrix metalloproteinase-1 | 8, matrix metalloproteinase-2 | 9, matrix metalloproteinase-9 | 10, soluble intracellular adhesion molecule | 11, soluble vascular adhesion molecule | 12, tumor necrosis factor alpha",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
date_analyzed,biological_all,Inflammation,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_source,biological_all,Inflammation,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_method,biological_all,Inflammation,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
notes,biological_all,Inflammation,text,Notes,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
batch,biological_all,Inflammation,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
sample_type,biological_all,Inflammation,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
studyid,biological_all,Inflammation,text,Participant ID,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
conc,biological_all,Inflammation,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
concunits,biological_all,Inflammation,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
BLOD,biological_all,Inflammation,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
LOD,biological_all,Inflammation,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analyte,biological_all,Inflammation,text,Analyte Name,"1, CRP | 2, IFNG | 3, IL10 | 4, IL1B | 5, IL6 | 6, IL8 | 7, MMP1 | 8, MMP2 | 9, MMP9 | 10, SICAM | 11, SVCAM | 12, TNFA",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analyte_full,biological_all,Inflammation,text,Full Analyte Name,"1, c-reactive protein | 2, interferon-gamma | 3, interleukin-10 | 4, interleukin-1beta | 5, interleukin-6 | 6, interleukin-8 | 7, matrix metalloproteinase-1 | 8, matrix metalloproteinase-2 | 9, matrix metalloproteinase-9 | 10, soluble intracellular adhesion molecule | 11, soluble vascular adhesion molecule | 12, tumor necrosis factor alpha",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
date_analyzed,biological_all,Inflammation,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analysis_source,biological_all,Inflammation,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analysis_method,biological_all,Inflammation,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
notes,biological_all,Inflammation,text,Notes,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
batch,biological_all,Inflammation,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
sample_type,biological_all,Inflammation,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
studyid,biological_all,Inflammation,text,Participant ID,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
conc,biological_all,Inflammation,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
concunits,biological_all,Inflammation,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
BLOD,biological_all,Inflammation,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
LOD,biological_all,Inflammation,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analyte,biological_all,Inflammation,text,Analyte Name,"1, CRP | 2, IFNG | 3, IL10 | 4, IL1B | 5, IL6 | 6, IL8 | 7, MMP1 | 8, MMP2 | 9, MMP9 | 10, SICAM | 11, SVCAM | 12, TNFA",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analyte_full,biological_all,Inflammation,text,Full Analyte Name,"1, c-reactive protein | 2, interferon-gamma | 3, interleukin-10 | 4, interleukin-1beta | 5, interleukin-6 | 6, interleukin-8 | 7, matrix metalloproteinase-1 | 8, matrix metalloproteinase-2 | 9, matrix metalloproteinase-9 | 10, soluble intracellular adhesion molecule | 11, soluble vascular adhesion molecule | 12, tumor necrosis factor alpha",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
date_analyzed,biological_all,Inflammation,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analysis_source,biological_all,Inflammation,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analysis_method,biological_all,Inflammation,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
notes,biological_all,Inflammation,text,Notes,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
batch,biological_all,Inflammation,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
sample_type,biological_all,Inflammation,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
studyid,biological_all,Glyphosate,text,Participant ID,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
conc,biological_all,Glyphosate,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
concunits,biological_all,Glyphosate,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
BLOD,biological_all,Glyphosate,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
LOD,biological_all,Glyphosate,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analyte,biological_all,Glyphosate,text,Analyte Name,"1, AMPA | 2, Glyphosate
Glyphosate",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analyte_full,biological_all,Glyphosate,text,Full Analyte Name,"1, Aminomethylphosphoric Acid | 2, Glyphosate",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
date_analyzed,biological_all,Glyphosate,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analysis_source,biological_all,Glyphosate,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analysis_method,biological_all,Glyphosate,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
notes,biological_all,Glyphosate,text,Notes,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
batch,biological_all,Glyphosate,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
sample_type,biological_all,Glyphosate,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
studyid,biological_all,Glyphosate,text,Participant ID,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
conc,biological_all,Glyphosate,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
concunits,biological_all,Glyphosate,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
BLOD,biological_all,Glyphosate,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
LOD,biological_all,Glyphosate,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte,biological_all,Glyphosate,text,Analyte Name,"1, AMPA | 2, Glyphosate
Glyphosate",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte_full,biological_all,Glyphosate,text,Full Analyte Name,"1, Aminomethylphosphoric Acid | 2, Glyphosate",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
date_analyzed,biological_all,Glyphosate,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_source,biological_all,Glyphosate,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_method,biological_all,Glyphosate,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
notes,biological_all,Glyphosate,text,Notes,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
batch,biological_all,Glyphosate,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
sample_type,biological_all,Glyphosate,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
studyid,biological_all,Glyphosate,text,Participant ID,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
conc,biological_all,Glyphosate,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
concunits,biological_all,Glyphosate,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
BLOD,biological_all,Glyphosate,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
LOD,biological_all,Glyphosate,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analyte,biological_all,Glyphosate,text,Analyte Name,"1, AMPA | 2, Glyphosate
Glyphosate",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analyte_full,biological_all,Glyphosate,text,Full Analyte Name,"1, Aminomethylphosphoric Acid | 2, Glyphosate",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
date_analyzed,biological_all,Glyphosate,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analysis_source,biological_all,Glyphosate,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analysis_method,biological_all,Glyphosate,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
notes,biological_all,Glyphosate,text,Notes,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
batch,biological_all,Glyphosate,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
sample_type,biological_all,Glyphosate,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
studyid,biological_all,Glyphosate,text,Participant ID,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
conc,biological_all,Glyphosate,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
concunits,biological_all,Glyphosate,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
BLOD,biological_all,Glyphosate,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
LOD,biological_all,Glyphosate,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analyte,biological_all,Glyphosate,text,Analyte Name,"1, AMPA | 2, Glyphosate
Glyphosate",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analyte_full,biological_all,Glyphosate,text,Full Analyte Name,"1, Aminomethylphosphoric Acid | 2, Glyphosate",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
date_analyzed,biological_all,Glyphosate,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analysis_source,biological_all,Glyphosate,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analysis_method,biological_all,Glyphosate,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
notes,biological_all,Glyphosate,text,Notes,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
batch,biological_all,Glyphosate,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
sample_type,biological_all,Glyphosate,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
studyid,biological_all,OP_Flame_Retardant,text,Participant ID,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
conc,biological_all,OP_Flame_Retardant,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
concunits,biological_all,OP_Flame_Retardant,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
BLOD,biological_all,OP_Flame_Retardant,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
LOD,biological_all,OP_Flame_Retardant,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analyte,biological_all,OP_Flame_Retardant,text,Analyte Name,"1, BCEtP | 2, BCPP | 3, BDCPP | 4, DBuP | 5, DBzP | 6, DCP | 7, DED | 8, DEP | 9, DMD | 10, DMP | 11, DMT | 12, DPhP | 13, DTP | 14, TBBA",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analyte_full,biological_all,OP_Flame_Retardant,text,Full Analyte Name,"1, Bis-2chloroethyl phosphate | 2, Bis-(1-chloro-2propl) phosphate | 3, Bis(1,3-dichloro-2propyl) phosphate | 4, Di-n-butyl phosphate | 5, Di-benzyl phosphate | 6, Di-cresyl phosphate | 7, Diethyldithiophosphate | 8, Diethylphosphate | 9, Dimethyldithiophosphate | 10, Dimethylphosphate | 11, Dimethylthiophosphate | 12, Diphenyl phosphate | 13, Diethylthiophosphate | 14, 2,3,4,5-tetrabromobenzoic acid",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
date_analyzed,biological_all,OP_Flame_Retardant,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analysis_source,biological_all,OP_Flame_Retardant,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analysis_method,biological_all,OP_Flame_Retardant,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
notes,biological_all,OP_Flame_Retardant,text,Notes,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
batch,biological_all,OP_Flame_Retardant,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
sample_type,biological_all,OP_Flame_Retardant,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
studyid,biological_all,OP_Flame_Retardant,text,Participant ID,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
conc,biological_all,OP_Flame_Retardant,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
concunits,biological_all,OP_Flame_Retardant,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
BLOD,biological_all,OP_Flame_Retardant,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
LOD,biological_all,OP_Flame_Retardant,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte,biological_all,OP_Flame_Retardant,text,Analyte Name,"1, BCEtP | 2, BCPP | 3, BDCPP | 4, DBuP | 5, DBzP | 6, DCP | 7, DED | 8, DEP | 9, DMD | 10, DMP | 11, DMT | 12, DPhP | 13, DTP | 14, TBBA",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte_full,biological_all,OP_Flame_Retardant,text,Full Analyte Name,"1, Bis-2chloroethyl phosphate | 2, Bis-(1-chloro-2propl) phosphate | 3, Bis(1,3-dichloro-2propyl) phosphate | 4, Di-n-butyl phosphate | 5, Di-benzyl phosphate | 6, Di-cresyl phosphate | 7, Diethyldithiophosphate | 8, Diethylphosphate | 9, Dimethyldithiophosphate | 10, Dimethylphosphate | 11, Dimethylthiophosphate | 12, Diphenyl phosphate | 13, Diethylthiophosphate | 14, 2,3,4,5-tetrabromobenzoic acid",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
date_analyzed,biological_all,OP_Flame_Retardant,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_source,biological_all,OP_Flame_Retardant,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_method,biological_all,OP_Flame_Retardant,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
notes,biological_all,OP_Flame_Retardant,text,Notes,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
batch,biological_all,OP_Flame_Retardant,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
sample_type,biological_all,OP_Flame_Retardant,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
studyid,biological_all,OP_Flame_Retardant,text,Participant ID,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
conc,biological_all,OP_Flame_Retardant,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
concunits,biological_all,OP_Flame_Retardant,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
BLOD,biological_all,OP_Flame_Retardant,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
LOD,biological_all,OP_Flame_Retardant,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analyte,biological_all,OP_Flame_Retardant,text,Analyte Name,"1, BCEtP | 2, BCPP | 3, BDCPP | 4, DBuP | 5, DBzP | 6, DCP | 7, DED | 8, DEP | 9, DMD | 10, DMP | 11, DMT | 12, DPhP | 13, DTP | 14, TBBA",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analyte_full,biological_all,OP_Flame_Retardant,text,Full Analyte Name,"1, Bis-2chloroethyl phosphate | 2, Bis-(1-chloro-2propl) phosphate | 3, Bis(1,3-dichloro-2propyl) phosphate | 4, Di-n-butyl phosphate | 5, Di-benzyl phosphate | 6, Di-cresyl phosphate | 7, Diethyldithiophosphate | 8, Diethylphosphate | 9, Dimethyldithiophosphate | 10, Dimethylphosphate | 11, Dimethylthiophosphate | 12, Diphenyl phosphate | 13, Diethylthiophosphate | 14, 2,3,4,5-tetrabromobenzoic acid",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
date_analyzed,biological_all,OP_Flame_Retardant,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analysis_source,biological_all,OP_Flame_Retardant,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
analysis_method,biological_all,OP_Flame_Retardant,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
notes,biological_all,OP_Flame_Retardant,text,Notes,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
batch,biological_all,OP_Flame_Retardant,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
sample_type,biological_all,OP_Flame_Retardant,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V3 (Third Visit),3
studyid,biological_all,OP_Flame_Retardant,text,Participant ID,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
conc,biological_all,OP_Flame_Retardant,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
concunits,biological_all,OP_Flame_Retardant,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
BLOD,biological_all,OP_Flame_Retardant,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
LOD,biological_all,OP_Flame_Retardant,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analyte,biological_all,OP_Flame_Retardant,text,Analyte Name,"1, BCEtP | 2, BCPP | 3, BDCPP | 4, DBuP | 5, DBzP | 6, DCP | 7, DED | 8, DEP | 9, DMD | 10, DMP | 11, DMT | 12, DPhP | 13, DTP | 14, TBBA",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analyte_full,biological_all,OP_Flame_Retardant,text,Full Analyte Name,"1, Bis-2chloroethyl phosphate | 2, Bis-(1-chloro-2propl) phosphate | 3, Bis(1,3-dichloro-2propyl) phosphate | 4, Di-n-butyl phosphate | 5, Di-benzyl phosphate | 6, Di-cresyl phosphate | 7, Diethyldithiophosphate | 8, Diethylphosphate | 9, Dimethyldithiophosphate | 10, Dimethylphosphate | 11, Dimethylthiophosphate | 12, Diphenyl phosphate | 13, Diethylthiophosphate | 14, 2,3,4,5-tetrabromobenzoic acid",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
date_analyzed,biological_all,OP_Flame_Retardant,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analysis_source,biological_all,OP_Flame_Retardant,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
analysis_method,biological_all,OP_Flame_Retardant,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
notes,biological_all,OP_Flame_Retardant,text,Notes,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
batch,biological_all,OP_Flame_Retardant,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
sample_type,biological_all,OP_Flame_Retardant,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V4 Fourth Visit (Delivery),4
studyid,biological_all,Metal_Blood,text,Participant ID,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
conc,biological_all,Metal_Blood,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
concunits,biological_all,Metal_Blood,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
BLOD,biological_all,Metal_Blood,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
LOD,biological_all,Metal_Blood,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analyte,biological_all,Metal_Blood,text,Analyte Name,"1, Ba | 2, Be | 3, Cd | 4, Co | 5, Cr | 6, Mn | 7, Pb | 8, Tl | 9, Hg | 10, Pt | 11, U | 12, Cs | 13, Cu | 14, Ni | 15, Sn | 16, V | 17, Zn | 18, As | 19, Mo | 20, Sb | 21, W",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analyte_full,biological_all,Metal_Blood,text,Full Analyte Name,"1, Barium | 2, Beryllium | 3, Cadmium | 4, Cobalt | 5, Chromium | 6, Manganese | 7, Lead | 8, Thallium | 9, Mercury | 10, Platinum | 11, Uranium | 12, Cesium | 13, Copper | 14, Nickel | 15, Tin | 16, Vanadium | 17, Zinc | 18, Arsenic | 19, Molybdenum | 20, Antimony | 21, Tungsten",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
date_analyzed,biological_all,Metal_Blood,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analysis_source,biological_all,Metal_Blood,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
analysis_method,biological_all,Metal_Blood,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
notes,biological_all,Metal_Blood,text,Notes,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
batch,biological_all,Metal_Blood,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
sample_type,biological_all,Metal_Blood,text,Sample Matrix,,,,,,,,,,,,,,Biological Data,V1 (Initial Visit),1
studyid,biological_all,Metal_Blood,text,Participant ID,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
conc,biological_all,Metal_Blood,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
concunits,biological_all,Metal_Blood,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
BLOD,biological_all,Metal_Blood,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
LOD,biological_all,Metal_Blood,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte,biological_all,Metal_Blood,text,Analyte Name,"1, Ba | 2, Be | 3, Cd | 4, Co | 5, Cr | 6, Mn | 7, Pb | 8, Tl | 9, Hg | 10, Pt | 11, U | 12, Cs | 13, Cu | 14, Ni | 15, Sn | 16, V | 17, Zn | 18, As | 19, Mo | 20, Sb | 21, W",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analyte_full,biological_all,Metal_Blood,text,Full Analyte Name,"1, Barium | 2, Beryllium | 3, Cadmium | 4, Cobalt | 5, Chromium | 6, Manganese | 7, Lead | 8, Thallium | 9, Mercury | 10, Platinum | 11, Uranium | 12, Cesium | 13, Copper | 14, Nickel | 15, Tin | 16, Vanadium | 17, Zinc | 18, Arsenic | 19, Molybdenum | 20, Antimony | 21, Tungsten",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
date_analyzed,biological_all,Metal_Blood,Date of Analysis,,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_source,biological_all,Metal_Blood,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
analysis_method,biological_all,Metal_Blood,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
notes,biological_all,Metal_Blood,text,Notes,,,,,,,,,,,,,,Biological Data,V2 (In Home Visit),2
