Dictionary,Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
Human_subject_dictionary,bthoperativedelv,birth,,radio,Parto instrumentado,"1, Vacuum | 2, Forceps",,,,,,,,,,,,
Human_subject_dictionary,bthcesareanseg,birth,,radio,Cesarea Segmentaria,"1, Primaria | 2, De Repeticion",,,,,,,,,,,,
Human_subject_dictionary,bthreasoncearean,birth,,text,Razones para la realizacion de la Cesarea,,Mas de 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthnewbornstatus,birth,,radio,Situacion del Recien Nacido,"1, Vivo | 2, Muerte Fetal | 3, Requirio Resucitacion",,,,,,,,,,,,
Human_subject_dictionary,bthdeliverycomplc,birth,,text,Complicaciones durante el parto,,Mas de 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthepisiotomy,birth,,radio,Episiotomia,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthlacerations,birth,,radio,Lasceraciones o desgarre Vaginal/Perineal,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthmedslabor1,birth,,text,Medicamentos usados durante el Parto 1,,Hasta 35 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthmedslabor2,birth,,text,Medicamentos usados durante el Parto 2,,Hasta 35 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthmedslabor3,birth,,text,Medicamentos usados durante el Parto 3,,Hasta 35 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthmedslabor4,birth,,text,Medicamentos usados durante el Parto 4,,Hasta 35 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthmedslabor5,birth,,text,Medicamentos usados durante el Parto 5,,Hasta 35 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthnbsex,birth,INFORMACION DEL RECIEN NACIDO,radio,Sexo del Recien Nacido,"1, Femenino | 2, Masculino | 3, Genitales ambiguos",,,,,,,,,,,,
Human_subject_dictionary,bthapgar1,birth,,text,Puntuacion de Apgar al minuto de nacido,,0 - 10,,,,,,,,,,,
Human_subject_dictionary,bthapgar5,birth,,text,Puntuacion de Apgar a los 5 minutos de nacido,,0 - 10,,,,,,,,,,,
Human_subject_dictionary,bthapgar10,birth,,text,Puntuacion de Apgar a los 10 minutos de nacido,,0 - 10,,,,,,,,,,,
Human_subject_dictionary,bthballard,birth,,text,Puntuacion de Ballard,,Hasta 35 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthweightrnlbs,birth,,text,Peso del Recien Nacido en Libras,,Libras,,,,,,,,,,,
Human_subject_dictionary,bthweightrnozs,birth,,text,Peso del Recien Nacido en Onzas,,Onzas,,,,,,,,,,,
Human_subject_dictionary,bthlength,birth,,text,Longitud del Recien Nacido (Pulgadas),,Pulgadas,,,,,,,,,,,
Human_subject_dictionary,bthhc,birth,,text,Cincunferencia Cefalica,,Pulgadas,,,,,,,,,,,
Human_subject_dictionary,bthcc,birth,,text,Circunferencia Toraxica,,Pulgadas,,,,,,,,,,,
Human_subject_dictionary,bthac,birth,,text,Cincunferencia Abdominal,,Pulgadas,,,,,,,,,,,
Human_subject_dictionary,bthgluc1,birth,,text,Niveles de Glucosa al Nacimiento,,mgs/dl,,,,,,,,,,,
Human_subject_dictionary,bthgluc2,birth,,text,Nivel de Glucosa horas despues del nacimiento,,mgs/dl,,,,,,,,,,,
Human_subject_dictionary,bthbreastfeed,birth,,radio,Alimentacion al seno materno,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthbottlefeed,birth,,radio,Alimentacion con botella,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthglucwater,birth,,radio,Se le proporciono agua con glucosa,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthbilirrubin1,birth,,text,Niveles de Bilirrubina,,mgs/dl,,,,,,,,,,,
Human_subject_dictionary,bthbilirrubin2,birth,,text,Niveles de Bilirrubina horas despues del nacimiento,,mgs/dl,,,,,,,,,,,
Human_subject_dictionary,bthphotother,birth,,radio,Necesito aplicacion de Fototerapia,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthlonghosp,birth,,radio,Necesito prolongarse la hospitalizacion,"0, No | 1, Si",,,,,,,,,,,,
Human_subject_dictionary,bthbtype,birth,,radio,Tipo Sanguineo del Recien Nacido,"1, A | 2, B | 3, AB",,,,,,,,,,,,
Human_subject_dictionary,bthbgroup,birth,,radio,Grupo Sanguineo del Recien Nacido,"1, Rh Positivo | 2, Rh Negativo",,,,,,,,,,,,
Human_subject_dictionary,bthcoombs,birth,,radio,Resultado del Coombs Directo,"1, Positivo | 2, Negativo",,,,,,,,,,,,
Human_subject_dictionary,bthcomplic1,birth,,text,Complicaciones del Recien Nacido 1,,Hasta 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthcomplic2,birth,,text,Complicaciones del Recien Nacido 2,,Hasta 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthcomplic3,birth,,text,Complicaciones del Recien Nacido 3,,Hasta 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthcomplic4,birth,,text,Complicaciones del Recien Nacido 4,,Hasta 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,bthcomplic5,birth,,text,Complicaciones del Recien Nacido 5,,Hasta 250 caracteres,,,,,,,,,,,
Human_subject_dictionary,ppdate,postpartum_data_abstraction,,text,Date:,,MM-DD-YYYY,date_mdy,,,,,,,,,,
Human_subject_dictionary,ppinterviewer,postpartum_data_abstraction,,radio,Data Abstractor:,"1, Camille Rivera | 2, Liza Anzalota | 3, Janisse Cabrera | 4, Abigail Figueroa | 5, Another Interviwer",,,,,,,,,,,,
Human_subject_dictionary,ppotherinterviwer,postpartum_data_abstraction,,text,Name of Interviewer?,,35 Characters,,,,,[ppinterviewer]='5',,,,,,
Human_subject_dictionary,pphospital_id,postpartum_data_abstraction,,radio,Site ID,"1, Manati Medical Center | 2, Cayetano Coll y Toste | 3, University District Hospital | 4, Doctor's Hospital | 5, Other (Specify)",,,,,,,,,,,,
Human_subject_dictionary,ppothrhospital_id,postpartum_data_abstraction,,text,Specify Other Hospital ID,,,,,,,[pphospital_id] = '5',,,,,,
Human_subject_dictionary,pprecord_number,postpartum_data_abstraction,,text,Hospital Medical Record Number (MR#),,,integer,,,,,,,,,,
Human_subject_dictionary,ppadmission_date,postpartum_data_abstraction,MATERNAL INFORMATION,text,Date of Admision for Delivery:,,(MM/DD/YYYY),date_mdy,,,,,,,,,,
Human_subject_dictionary,ppdischarge_date,postpartum_data_abstraction,,text,Date of Discharge:,,(MM/DD/YYYY),date_mdy,,,,,,,,,,
Human_subject_dictionary,admission_diagnosis,postpartum_data_abstraction,,text,Admission Diagnosis:,,,,,,,,,,,,,
Human_subject_dictionary,admission_diagnosis_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_1,postpartum_data_abstraction,,text,Final Diagnosis,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_1_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_2,postpartum_data_abstraction,,text,Final Diagnosis,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_2_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_3,postpartum_data_abstraction,,text,Final Diagnosis,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_3_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_4,postpartum_data_abstraction,,text,Final Diagnosis,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_4_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_5,postpartum_data_abstraction,,text,Final Diagnosis,,,,,,,,,,,,,
Human_subject_dictionary,ppfinal_diagnosis_5_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_1,postpartum_data_abstraction,COMPLICATIONS:,text,Complications:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_1_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_2,postpartum_data_abstraction,,text,Complications:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_2_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_3,postpartum_data_abstraction,,text,Complications:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_3_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_4,postpartum_data_abstraction,,text,Complications:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_4_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_5,postpartum_data_abstraction,,text,Complications:,,,,,,,,,,,,,
Human_subject_dictionary,ppcomplications_5_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_1,postpartum_data_abstraction,OPERATIONS/PROCEDURES:,text,Operations or Procedures:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_1_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_2,postpartum_data_abstraction,,text,Operations or Procedures:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_2_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_3,postpartum_data_abstraction,,text,Operations or Procedures:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_3_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_4,postpartum_data_abstraction,,text,Operations or Procedures:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_4_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_5,postpartum_data_abstraction,,text,Operations or Procedures:,,,,,,,,,,,,,
Human_subject_dictionary,ppoperations_5_icd,postpartum_data_abstraction,,text,ICD Code:,,,,,,,,,,,,,
Human_subject_dictionary,ppdatelabonset,postpartum_data_abstraction,TYPE OF LABOR,text,Date of Labor Onset:,,MM-DD-YYYY,date_mdy,,,,,,,,,,
Human_subject_dictionary,pptimelabonset,postpartum_data_abstraction,,text,Time: of Labor Onset,,Military Time (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,,,,,,,
Human_subject_dictionary,pptypelabor,postpartum_data_abstraction,,radio,Type of Labor:,"1, Spontaneous | 2, Induction | 3, Preterm Labor",,,,,,,,,,,,
Human_subject_dictionary,ppaugmneed,postpartum_data_abstraction,SPONTANEOUS,radio,Augmentation of labor administered:,"0, No | 1, Yes",,,,,,[pptypelabor] = '1',,,,,,
Human_subject_dictionary,ppinduct,postpartum_data_abstraction,INDUCTION,radio,Indication for Induction:,"1, Post-date > = 41 weeks | 2, Medical Condition (Ex. Diabetes, Hypertension, etc) | 3, Obstetrical Condition (Ex. Gestational Diabetes, Preeclampsia, Eclampsia, Etc) | 4, Other (specify)",,,,,,[pptypelabor]='2',,,,,,
Human_subject_dictionary,ppmedcondt,postpartum_data_abstraction,,text,Specify Medical Condition:,,,,,,,[ppinduct]='2',,,,,,
Human_subject_dictionary,ppobstcondt,postpartum_data_abstraction,,text,Specify Obstetrical Condition:,,,,,,,[ppinduct]='3',,,,,,
Human_subject_dictionary,ppothercondt,postpartum_data_abstraction,,text,Specify Other Condition:,,,,,,,[ppinduct]='4',,,,,,
Human_subject_dictionary,ppmeduse,postpartum_data_abstraction,,radio,Medication used for induction:,"0, No | 1, Yes","If Yes, Specify.",,,,,[pptypelabor]='2',,,,,,
Human_subject_dictionary,ppmed1,postpartum_data_abstraction,,text,Specify medication used:,,,,,,,[ppmeduse]='1',,,,,,
Human_subject_dictionary,pppretlabw,postpartum_data_abstraction,PRETERM LABOR,text,Weeks of pregnancy when diagnosed:,,Weeks,,,,,[pptypelabor] = '3',,,,,,
Human_subject_dictionary,pppretlabd,postpartum_data_abstraction,,text,Days of pregnancy when diagnosed:,,Days,,,,,[pptypelabor] = '3',,,,,,
Human_subject_dictionary,pphospital,postpartum_data_abstraction,,radio,Hospitalization needed:,"0, No | 1, Yes",,,,,,[pptypelabor]='3',,,,,,
Human_subject_dictionary,ppmedicat,postpartum_data_abstraction,,radio,Medication used for Preterm Labor:,"0, No | 1, Yes",,,,,,[pptypelabor]='3',,,,,,
Human_subject_dictionary,ppmedusept,postpartum_data_abstraction,,notes,Specify medication used:,,150 characters,,,,,[ppmedicat]='1',,,,,,
Human_subject_dictionary,ppmethdpretlbr,postpartum_data_abstraction,,checkbox,Method used for Preterm Labor (all that apply):,"1, Progress in cervical dilation by vaginal exam. | 2, Regular UC's by monitor. | 3, Fetal fibronectine test. | 4, Cervical length by sonogram.",,,,,,[pptypelabor]='3',,,,,,
Human_subject_dictionary,pphistphys_exam_date,postpartum_data_abstraction,HISTORY AND PHISYCAL EXAMINATION,text,Date of History and Physical Examination:,,(MM/DD/YYYY),date_mdy,,,,,,,,,,
Human_subject_dictionary,pphistphy_exam_time,postpartum_data_abstraction,,text,History and Physical Examination Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,,,,,,,
Human_subject_dictionary,ppchief_complaint,postpartum_data_abstraction,,notes,Chief Complaint:,,,,,,,,,,,,,
Human_subject_dictionary,pphistory_present_illness,postpartum_data_abstraction,,notes,History of Present Illnes:,,,,,,,,,,,,,
Human_subject_dictionary,pphistphys_bp_syst,postpartum_data_abstraction,,text,"Blood Pressure Systolic
",,mmHg,number,50,230,,,,,,,,
Human_subject_dictionary,pphistphys_bp_diast,postpartum_data_abstraction,,text,Blood Pressure Diastolic,,mmHg,number,30,140,,,,,,,,
Human_subject_dictionary,pphistphysc_pulse,postpartum_data_abstraction,,text,Heart Rate (HR),,bpm,number,,,,,,,,,,
Human_subject_dictionary,pphistphysc_resp,postpartum_data_abstraction,,text,Respiratory Rate (RR):,,B/M,,,,,,,,,,,
Human_subject_dictionary,pphistphysc_matlwghtlb,postpartum_data_abstraction,,text,Current Weight (Lbs):,,Lbs,,,,,,,,,,,
Human_subject_dictionary,pphistphysc_genitalia,postpartum_data_abstraction,,notes,Genitalia:,,,,,,,,,,,,,
Human_subject_dictionary,pphistphysc_extremities,postpartum_data_abstraction,,notes,Extremities:,,,,,,,,,,,,,
Human_subject_dictionary,ppdiagnosis_physicalexam,postpartum_data_abstraction,,notes,Diagnosis:,,,,,,,,,,,,,
Human_subject_dictionary,pptreatmt_physicalexam,postpartum_data_abstraction,,notes,Treatment:,,,,,,,,,,,,,
Human_subject_dictionary,ppmembranes,postpartum_data_abstraction,LABOR AND DELIVERY<br><br>MEMBRANES,radio,Membranes:,"1, SROM | 2, AROM | 3, PROM | 4, PrePROM",,,,,,,,,,,,
Human_subject_dictionary,ppmembranes_date,postpartum_data_abstraction,,text,Date Membrane Rupture:,,(MM/DD/YYYY),date_mdy,,,,,,,,,,
Human_subject_dictionary,ppmembranes_time,postpartum_data_abstraction,,text,Time Membrane Rupture:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,,,,,,,
Human_subject_dictionary,ppmembexpln_date,postpartum_data_abstraction,,text,Placental/Membrane Expulsion:,,(MM/DD/YYYY),date_mdy,,,,,,,,,,
Human_subject_dictionary,ppmembexpln_time,postpartum_data_abstraction,,text,Placental/Membrane Expulsion:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,,,,,,,
Human_subject_dictionary,ppexpulsionmbs,postpartum_data_abstraction,,checkbox,Placental/Membranes Expulsion:,"1, Manual | 2, Complete | 3, Incomplete",,,,,,,,,,,,
Human_subject_dictionary,pppvsadmdate,postpartum_data_abstraction,VITAL SIGNS CHART DURING LABOR,text,On Admission (Date),,(MM/DD/YYYY),date_mdy,,,,,,,,,,
Human_subject_dictionary,pppvsadmtime,postpartum_data_abstraction,,text,On Admission (Time),,(MM/DD/YYYY),time,,,,,,,,,,
Human_subject_dictionary,ppbpadmnsyst,postpartum_data_abstraction,,text,B/P On Admission (Systolic):,,mmHg,number,50,230,,,,,,,,
Human_subject_dictionary,ppbpadmndiast,postpartum_data_abstraction,,text,B/P On Admission (Diastolic):,,mmHg,number,30,140,,,,,,,,
Human_subject_dictionary,pppulseadmn,postpartum_data_abstraction,,text,Pulse:,,,,,,,,,,,,,
Human_subject_dictionary,pptempadm,postpartum_data_abstraction,,text,Temperature:,,Centigrades with Decimal Point,,,,,,,,,,,
Human_subject_dictionary,ppbrthadm,postpartum_data_abstraction,,text,Respiration:,,,,,,,,,,,,,
Human_subject_dictionary,pppart_time,postpartum_data_abstraction,,text,Postpartum (Time),,Military Time (hh:mm) (1:00pm = 13:00),time,,,,,,,,,,
Human_subject_dictionary,ppbppartumsyst,postpartum_data_abstraction,,text,B/P Postpartum (Systolic):,,mmHg,number,50,230,,,,,,,,
Human_subject_dictionary,ppbppartum_diast,postpartum_data_abstraction,,text,B/P Postpartum (Diastolic):,,mmHg,number,30,140,,,,,,,,
Human_subject_dictionary,pppostpart,postpartum_data_abstraction,,text,Pulse:,,,,,,,,,,,,,
Human_subject_dictionary,pptempppartum,postpartum_data_abstraction,,text,Temperature:,,Centigrades with Decimal Point,,,,,,,,,,,
Human_subject_dictionary,ppbrthppartum,postpartum_data_abstraction,,text,Respiration:,,,,,,,,,,,,,
Human_subject_dictionary,ppdischg_time,postpartum_data_abstraction,,text,At Discharge (Time),,Military Time (hh:mm) (1:00pm = 13:00),time,,,,,,,,,,
Human_subject_dictionary,ppbpdschrgsyst,postpartum_data_abstraction,,text,B/P At Discharge (Systolic):,,mmHg,number,50,230,,,,,,,,
Human_subject_dictionary,ppbpdischrgdiast,postpartum_data_abstraction,,text,B/P At Discharge (Diastolic):,,mmHg,number,30,140,,,,,,,,
Human_subject_dictionary,pppdischrg,postpartum_data_abstraction,,text,Pulse:,,,,,,,,,,,,,
Human_subject_dictionary,pptempdischrg,postpartum_data_abstraction,,text,Temperature:,,Centigrades with Decimal Point,,,,,,,,,,,
Human_subject_dictionary,ppbrthdischrg,postpartum_data_abstraction,,text,Respiration:,,,,,,,,,,,,,
Human_subject_dictionary,pplabor,postpartum_data_abstraction,LABOR,radio,Labor:,"1, Yes | 0, No | 999, Not Reported",,,,,,,,,,,,
Human_subject_dictionary,pplabor_date1,postpartum_data_abstraction,,text,Labor Date:,,,date_mdy,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_time1,postpartum_data_abstraction,,text,Labor Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpsyst1,postpartum_data_abstraction,,text,Blood Pressure (Systolic),,mmHg,number,50,230,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpdiast1,postpartum_data_abstraction,,text,Blood Pressure (Diastolic),,mmHg,number,30,140,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_fht1,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_dilat1,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_effacmt1,postpartum_data_abstraction,,text,Effacement:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_present1,postpartum_data_abstraction,,text,Presentation:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_station1,postpartum_data_abstraction,,text,Station,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_membns1,postpartum_data_abstraction,,text,Membranes:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_contrctns1,postpartum_data_abstraction,,text,Contractions:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_medictn1,postpartum_data_abstraction,,text,Medications:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_date2,postpartum_data_abstraction,,text,Labor Date:,,,date_mdy,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_time2,postpartum_data_abstraction,,text,Labor Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpsyst2,postpartum_data_abstraction,,text,Blood Pressure (Systolic),,mmHg,number,50,230,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpdiast2,postpartum_data_abstraction,,text,Blood Pressure (Diastolic),,mmHg,number,30,140,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_fht2,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_dilat2,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_effacmt2,postpartum_data_abstraction,,text,Effacement:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_present2,postpartum_data_abstraction,,text,Presentation:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_station2,postpartum_data_abstraction,,text,Station,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_membns2,postpartum_data_abstraction,,text,Membranes:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_contrctns2,postpartum_data_abstraction,,text,Contractions:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_medictn2,postpartum_data_abstraction,,text,Medications:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_date3,postpartum_data_abstraction,,text,Labor Date:,,,date_mdy,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_time3,postpartum_data_abstraction,,text,Labor Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpsyst3,postpartum_data_abstraction,,text,Blood Pressure (Systolic),,mmHg,number,50,230,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpdiast3,postpartum_data_abstraction,,text,Blood Pressure (Diastolic),,mmHg,number,30,140,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_fht3,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_dilat3,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_effacmt3,postpartum_data_abstraction,,text,Effacement:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_present3,postpartum_data_abstraction,,text,Presentation:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_station3,postpartum_data_abstraction,,text,Station,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_membns3,postpartum_data_abstraction,,text,Membranes:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_contrctns3,postpartum_data_abstraction,,text,Contractions:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_medictn3,postpartum_data_abstraction,,text,Medications:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_date4,postpartum_data_abstraction,,text,Labor Date:,,,date_mdy,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_time4,postpartum_data_abstraction,,text,Labor Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpsyst4,postpartum_data_abstraction,,text,Blood Pressure (Systolic),,mmHg,number,50,230,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpdiast4,postpartum_data_abstraction,,text,Blood Pressure (Diastolic),,mmHg,number,30,140,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_fht4,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_dilat4,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_effacmt4,postpartum_data_abstraction,,text,Effacement:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_present4,postpartum_data_abstraction,,text,Presentation:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_station4,postpartum_data_abstraction,,text,Station,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_membns4,postpartum_data_abstraction,,text,Membranes:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_contrctns4,postpartum_data_abstraction,,text,Contractions:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_medictn4,postpartum_data_abstraction,,text,Medications:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_date5,postpartum_data_abstraction,,text,Labor Date:,,,date_mdy,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_time5,postpartum_data_abstraction,,text,Labor Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpsyst5,postpartum_data_abstraction,,text,Blood Pressure (Systolic),,mmHg,number,50,230,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpdiast5,postpartum_data_abstraction,,text,Blood Pressure (Diastolic),,mmHg,number,30,140,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_fht5,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_dilat5,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_effacmt5,postpartum_data_abstraction,,text,Effacement:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_present5,postpartum_data_abstraction,,text,Presentation:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_station5,postpartum_data_abstraction,,text,Station,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_membns5,postpartum_data_abstraction,,text,Membranes:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_contrctns5,postpartum_data_abstraction,,text,Contractions:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_medictn5,postpartum_data_abstraction,,text,Medications:,,,,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_date6,postpartum_data_abstraction,,text,Labor Date:,,,date_mdy,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_time6,postpartum_data_abstraction,,text,Labor Time:,,Military Time (hh:mm) (1:00pm = 13:00),time,,,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpsyst6,postpartum_data_abstraction,,text,Blood Pressure (Systolic),,mmHg,number,50,230,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplaborbpdiast6,postpartum_data_abstraction,,text,Blood Pressure (Diastolic),,mmHg,number,30,140,,[pplabor] = '1',,,,,,
Human_subject_dictionary,pplabor_fht6,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,[pplabor] = '1',,,,,,
