Variable / Field Name,Form Name,Section Header,Field Type,Field Label,Choices Calculations OR Slider Labels,Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type,VisitID,VisitIDNum
fqgrapefrt,food_frequency,FRUIT,radio,Grapefruit (white or pink) ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpeach,food_frequency,FRUIT,radio,"Peaches, nectarines, apricots, plums; fresh canned, or frozen","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqgrape,food_frequency,FRUIT,radio,Grapes,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqavocado,food_frequency,FRUIT,radio,"Avocado, fresh (incl. guacamole)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqkiwi,food_frequency,FRUIT,radio,Kiwi or acerola,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpapaya,food_frequency,FRUIT,radio,Papaya / Mango,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqdryfrt,food_frequency,FRUIT,radio,"Dried fruits (e.g. raisins, prunes, apricots, dried cranberries)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcanta,food_frequency,FRUIT,radio,"Cantaloupe, honeydew melon","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqwmelon,food_frequency,FRUIT,radio,Watermelon,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqstraw,food_frequency,FRUIT,radio,Strawberries,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqberries,food_frequency,FRUIT,radio,"Other berries (e.g. blackberries, blueberries and raspberries) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqotherfrt,food_frequency,FRUIT,radio,"Any other fruit (e.g. pineapple, cherries, lychee, canned mixed fruit, fruit cocktail)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqdryfrtpor,food_frequency,FRUIT,radio,"If you eat dried fruit, your portion is usually closest to...","1, 1/8 cup | 2, 1/4 cup | 3, 3/8 cup | 4, 1/2 cup or more",,,,,,,,,,,,,Human Subject Data,,
fqcantapor,food_frequency,FRUIT,radio,"If you eat cantaloupe or honeydew, your portion is usually closest to (1 wedge = 1/2 melon) ","1, 1/2 wedge or 1/2 cup | 2, 1 wedge or 3/4 cup | 3, 1 1/2 wedges or 1 cup | 4, 2 or more wedges or 1 1/2 cups or more",(1 trozo = 1/4 de meln),,,,,,,,,,,,Human Subject Data,,
fqwmelonpor,food_frequency,FRUIT,radio,"If you eat watermelon your portion is usually closest to (1 med. slice watermelon = 7 1/2"" dia x 1"" thick)","1, 1 sm. slice o 1/2 wedge | 2, 1 med. slice/wedge | 3, 1 lg. slice/wedge | 4, more than 1 lg. slice/wedge ",(1 rebanada mediana de meln de agua = 7 1/2,,,,,,,,,,,,Human Subject Data,,
fqberriespor,food_frequency,FRUIT,radio,"If you eat strawberries and/or other berries, your portion is usually closest to","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqotherfrtpor,food_frequency,FRUIT,radio,"If you eat any other cut up or canned fruit, pineapple, cherries, or fruit cocktail, your portion is usually closest to","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqfruitsum,food_frequency,SUMMARY QUESTIONS,radio,How often do you usually eat fruit of any kind?,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcoldcer,food_frequency,CEREAL,radio,Cold cereal,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqoatmeal,food_frequency,CEREAL,radio,Hot cereal: Oatmeal,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqhotcer,food_frequency,CEREAL,radio,"Other hot cereal (e.g. Cream of wheat/rice, grits or other cornmeal cereal)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqsugarcer,food_frequency,CEREAL,radio,Sugar; added to hot or cold cereal,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqgranbar,food_frequency,CEREAL,radio,"Granola bars or cereal bars (e.g. including Quaker oats, Nutri-grain and Nature Valley)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcoldcerpor,food_frequency,CEREAL,radio,"If you eat cold cereal,  your portion is usually closest to (I individual box = approx.. 3/4 cup)","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",(1 caja individual = aprox. 3/4 taza),,,,,,,,,,,,Human Subject Data,,
fqmilkcoldcer,food_frequency,CEREAL,radio,"If you add milk to cold cereal,  your portion is usually closest to","1, 1/4 cup | 2, 1/2 cup | 3, 1 cup | 4, 1 1/2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqoatmealpor,food_frequency,CEREAL,radio,"If you eat oatmeal, it is usually","1, Regular/plain| 2, Instant/flavored",,,,,,,,,,,,,Human Subject Data,,
fqhotcerpor,food_frequency,CEREAL,radio,"If you eat hot cereal (e.g. oatmeal or other hot cereals), your portion is usually closest to","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",(1 paquete = 3/4 taza cocido),,,,,,,,,,,,Human Subject Data,,
fqmilkhotcer,food_frequency,CEREAL,radio,"If you add milk to hot cereal (incl. during cooking), the amount added is usually closest to","1, 1/4 cup | 2, 1/2 cup | 3, 1 cup | 4, 1 1/2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqgranbarpor,food_frequency,CEREAL,radio,If you eat cereal bars your portion is usually closest to,"1, 1/2 bar | 2, 1 bar | 3, 1 1/2 bars | 4, 2 bars or more",,,,,,,,,,,,,Human Subject Data,,
fqcerealsum,food_frequency,SUMMARY QUESTIONS,radio,How often do you usually eat hot or cold cereals of any kind?,"0, Never | 1, less than once a month | 2, once a month | 3, 2-3 times a month | 4, once per week | 5, 2 times a week | 6, 3-4 times a week | 7, 5-6 times a week | 8, once per day | 9, 2 times or more a day",,,,,,,,,,,,,Human Subject Data,,
fqcereabran,food_frequency,SUMMARY QUESTIONS,radio,Does not know the brand of the cereal,,,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data,,
fqcereabran1,food_frequency,SUMMARY QUESTIONS,text,"If you eat cold breakfast cereal, what two types (brand name and type) do you east most often? (e.g. Kellogg's corn flakes) ",,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data,,
fqcereabran2,food_frequency,SUMMARY QUESTIONS,text,"If you eat cold breakfast cereal, what two types (brand name and type) do you east most often? (e.g. Kellogg's corn flakes) ",,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data,,
fqcereabran3,food_frequency,SUMMARY QUESTIONS,text,If you eat cold cereal which ones ( brand and type) you eat more frequently? ( brand 3),,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data,,
fqcereabran4,food_frequency,SUMMARY QUESTIONS,text,If you eat cold cereal which ones ( brand and type) you eat more frequently? ( brand 4),,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data,,
fqbrd,food_frequency,BREAD,radio,Sliced bread or bakery bread,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbagel,food_frequency,BREAD,radio,Bagels/ English muffins,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqtortilla,food_frequency,BREAD,radio,"Tortilla, wraps (corn, white or wheat flour) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpancake,food_frequency,BREAD,radio,"Pancakes, waffles, French toast, mayorca","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbreadtype,food_frequency,BREAD,checkbox,"If you eat sliced breads or bakery breads, there are usually: (choose all that apply)","1, White (includes bakery bread) | 2, Multi-grain/ cracked wheat (light brown) | 3, 100% Whole Wheat (dark brown) | 4, rye | 97, other",,,,,,,,,,,,,Human Subject Data,,
fqbreadpor,food_frequency,BREAD,radio,"If you eat sliced bread, your portion is usually closest to","1, 1 slice or piece | 2, 2 slices or pieces | 3, 3 slices or pieces | 4, 4 slices or pieces or more",,,,,,,,,,,,,Human Subject Data,,
fqbagelpor,food_frequency,BREAD,radio,"If you eat bagels or English muffins, your portion is usually closest to(1 medium = Dunkin Donuts bagel)","1, 1/2  | 2, 1 | 3, 1 1/2 | 4, 2 or more",(1 mediano = 1 bagel de Dunkin Donuts),,,,,,,,,,,,Human Subject Data,,
fqtortillatype,food_frequency,BREAD,radio,"If you eat tortillas or wraps, they are usually made from: (choose all that apply)","1, white flour| 2, corn flour| 3, 100% whole wheat flour | 999, Unknown type",,,,,,,,,,,,,Human Subject Data,,
fqtortillapor,food_frequency,BREAD,radio,"If you eat tortillas or wraps, you portion is usually closest to","1, 1 medium | 2, 2 medium or 1 large | 3, 3 medium | 4, 4 medium or 2 large or more","(1 mediano = 8"" di&aacutemetro)",,,,,,,,,,,,Human Subject Data,,
fqpancakepor,food_frequency,BREAD,radio,"If you eat pancakes, waffles, French toast or mayorca, your portion is usually closest to (1 pancake/waffle = 4"" diameter) ","1, 1 pancake, waffle or slice of French toast or less | 2, 2 pancakes, waffles or slices of French toast | 3, 3 pancakes, waffles or slices of French toast | 4, 4 pancakes, waffles or slices of French toast or more",(1 pancake/waffle = 4,,,,,,,,,,,,Human Subject Data,,
fqbrdbutter,food_frequency,BREAD,radio,"If you add butter or margarine to breads, bagels and/or pancakes, your portion per slice is usually (1tsp = 1pat)","1, 1/2 pat | 2, 1 pat | 3, 1 1/2 pats | 4, 2 pats or more",,,,,,,,,,,,,Human Subject Data,,
fqbrdcrmcheese,food_frequency,BREAD,radio,"If you add cream cheese to breads and/or bagels, your portion per slice/piece is usually","1, 1 tablespoon | 2, 2 tablespoons | 3, 3 tablespoons | 4, 4 tablespoons or more",,,,,,,,,,,,,Human Subject Data,,
fqbrdsum,food_frequency,SUMMARY QUESTIONS,radio,"How often do you usually eat breads of any kind (not including tortillas, pancakes, waffles or French toast)?","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day","(no incluye tortillas, pancakes, waffles o tostadas a la francesa)",,,,,,,,,,,,Human Subject Data,,
fqbrdbrand,food_frequency,SUMMARY QUESTIONS,radio,"If you eat sliced breads, what two types (brand name and type) do you eat most often? (e.g. Wonder, whole wheat) ","1, Don't know the brand | 2, Yes, I know the brand","(Ej: Wonder, integral)",,,,,,,,,,,,Human Subject Data,,
fqbrdbrand1,food_frequency,SUMMARY QUESTIONS,text,"If you eat sliced breads, what two types (brand name and type) do you eat most often? (e.g. Wonder, whole wheat) ",,,,,,,[fqbrdbrand]='2',,,,,,,Human Subject Data,,
fqbrdbrand2,food_frequency,SUMMARY QUESTIONS,text,"If you eat sliced breads, what two types (brand name and type) do you eat most often? (e.g. Wonder, whole wheat) ",,,,,,,[fqbrdbrand]='2',,,,,,,Human Subject Data,,
fqgreen,food_frequency,VEGETABLES,radio,"Salad greens (e.g. lettuce, rae spinach, mixed greens)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcookgreen,food_frequency,VEGETABLES,radio,"Cooked greens (e.g. spinach, kale, mustard, turnip)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
tomato,food_frequency,VEGETABLES,radio,"Tomatoes, including canned","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqmixedveg,food_frequency,VEGETABLES,radio,"Mixed vegetables, frozen, fresh, or canned","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqrawcarr,food_frequency,VEGETABLES,radio,"Carrots, raw","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcookcarr,food_frequency,VEGETABLES,radio,"Carrots, cooked ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqgreenbean,food_frequency,VEGETABLES,radio,"String beans, green beans","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpeas,food_frequency,VEGETABLES,radio,"Green peas or lima beans, fresh, canned or frozen","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcorn,food_frequency,VEGETABLES,radio,"Corn, fresh, canned or frozen","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpeppers,food_frequency,VEGETABLES,radio,Peppers (sweet),"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbroccoli,food_frequency,VEGETABLES,radio,"Broccoli, Brussel sprouts, fresh or frozen","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqslaw,food_frequency,VEGETABLES,radio,Coleslaw ,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcabbage,food_frequency,VEGETABLES,radio,Red or green cabbage (other than coleslaw),"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbeets,food_frequency,VEGETABLES,radio,Beets,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqeggplant,food_frequency,VEGETABLES,radio,Eggplant,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqcucumber,food_frequency,VEGETABLES,radio,Cucumbers,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqonion,food_frequency,VEGETABLES,radio,Onions (other than fried onion rings),"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqwsquash,food_frequency,VEGETABLES,radio,"Winter squash (e.g. butternut, acorn, Hubbard)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqssquash,food_frequency,VEGETABLES,radio,"Summer squash (e.g. yellow, zucchini)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqmushroom,food_frequency,VEGETABLES,radio,Mushrooms,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqotherveg,food_frequency,VEGETABLES,radio,"Other vegetables (e.g. celery, radish, asparagus, okra) ","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqgreentype,food_frequency,VEGETABLES,checkbox,If you eat salad greens they are usually (choose all that apply),"1, Iceberg lettuce | 2, Romaine lettuce | 3, Spinach (raw) | 97, Other greens, mixed/mescaline",(marque todas las que apliquen),,,,,,,,,,,,Human Subject Data,,
fqgreenpor,food_frequency,VEGETABLES,radio,"If you eat salad greens, your portion is usually closest to","1, 1/2 cup | 2, 1 cup | 3, 1 1/2 cups | 4, 2 cups or more",,,,,,,,,,,,,Human Subject Data,,
fqcookgreenpor,food_frequency,VEGETABLES,radio,If you eat cooked greens (e.g. spinach) your portion is usually closest to,"1, 1/4 cup | 2, 1/2 cup | 3, 3/4 cup | 4, 1 cup or more",,,,,,,,,,,,,Human Subject Data,,
fqtomatopor,food_frequency,VEGETABLES,radio,"If you eat raw tomatoes, your portion is usually closest to (1 cherry tomato = approx. 1 slice or wedge) ","1, 1 slice or wedge |  2, 2 slices or wedges | 3, 3 slices or wedges  | 4, 4 slices or wedges or more",(1 tomate cereza = approx. 1 rebanada o trozo),,,,,,,,,,,,Human Subject Data,,
fqtomatotype,food_frequency,VEGETABLES,checkbox,"If you eat tomatoes, these are usuallyï¿½ (choose all that apply)","1, Fresh | 2, Canned",(marque todas las que apliquen),,,,,,,,,,,,Human Subject Data,,
fqcookvegtype,food_frequency,VEGETABLES,checkbox,"If you eat cooked vegetables, these are usually (choose all that apply)","1, Fresh | 2, Canned | 3, Frozen",(marque todas las que apliquen),,,,,,,,,,,,Human Subject Data,,
fqcookvegpor,food_frequency,VEGETABLES,radio,Your usual portion size for most cooked vegetables is closest to (1 ear of corn = 1/2 cup),"1, 1/4 cup | 2, 1/2 cup | 3, 3/4 cup | 4, 1 cup or more",,,,,,,,,,,,,Human Subject Data,,
fqvegoils,food_frequency,VEGETABLES,checkbox,Do you add spreads or oils to the following items after cooking (choose all that apply)?,"1, Carrots | 2, String beans | 3, Peas | 4, Corn | 5, Broccoli | 6, Frozen mixed vegetables | 7, Cabbage | 8, Squash",,,,,,,,,,,,,Human Subject Data,,
fqvegoilspor,food_frequency,VEGETABLES,radio,"If you add spreads or oils to any of the previous items after cooking, your portion is usually","1, 1 pats/teaspoons/servings | 2, 2 pats/teaspoons/servings | 3, 3 pats/teaspoons/servingsï¿½ | 4, 4 pats/teaspoons/servings | 5, 5 pats/teaspoons/servings | 6,6 pats/teaspoons/servingsï¿½ | 7, 7 pats/teaspoons/servings | 8, 8 pats/teaspoons/servings | 9, 9 pats/teaspoons/servings",(1 untada = a 1 cucharadita),,,,,,,,,,,,Human Subject Data,,
fqvegsum,food_frequency,SUMMARY QUESTIONS,radio,How often do you usually eat vegetables of any kind like those listed above cooked or raw?,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqbeans,food_frequency,BEANS AND STARCHY VEGETABLES,radio,"Beans (e.g. pinto, black, white, kidney, pink )","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqdrypeas,food_frequency,BEANS AND STARCHY VEGETABLES,radio,"Dried peas or lentils, not green (e.g. cowpeas, black-eyed, or chickpeas)","0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqhummus,food_frequency,BEANS AND STARCHY VEGETABLES,radio,Hummus or bean dips,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpotatosal,food_frequency,BEANS AND STARCHY VEGETABLES,radio,Potato salad,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
fqpotatomash,food_frequency,BEANS AND STARCHY VEGETABLES,radio,Mashed or scalloped potatoes,"0, Never | 1, Less than 1 x per month | 2, 1 x per month  | 3, 2-3 x per month | 4, 1 x per week | 5, 2 x per week | 6, 3 - 4 x per week | 7, 5 - 6 x per week | 8, 1 x per day | 9, 2+ x per day",,,,,,,,,,,,,Human Subject Data,,
